epoch,gaussian_epsilon_ma,gaussian_epsilon_clt,gaussian_accuracy,product_epsilon,product_accuracy
76,40.82322081536437,47.86861952894826,0.6713752297794118,0.5137410356913259,0.6606100643382353
77,41.131104767235016,48.32504250291559,0.6752814797794118,0.5176425624297197,0.6600873161764705
78,41.43898871910566,48.780309576305605,0.6747127757352941,0.5214952106451225,0.6697667738970587
79,41.746872670976295,49.23444276759607,0.6655847886029412,0.5253425542789396,0.6554515165441177
80,42.05475662284693,49.68746340411304,0.6768784466911765,0.5291512371774384,0.6638556985294117
81,42.362640574717574,50.13939215205257,0.6670668658088236,0.5329438322598522,0.6695772058823529
82,42.67052452658822,50.59024904484527,0.6680434283088236,0.536715071885774,0.6698759191176471
83,42.97840847845885,51.04005350997214,0.6739947150735295,0.5404523471174445,0.6721220128676471
84,43.28629243032949,51.48882439433923,0.6739430147058824,0.5441896223509997,0.662109375
85,43.59417638220013,51.9365799882985,0.6853400735294117,0.5478748001958484,0.6637465533088236
86,43.902060334070775,52.383338048407005,0.6716337316176471,0.551556178368455,0.6670783547794118
87,44.20994428594141,52.8291158190017,0.6744255514705882,0.5552187263874242,0.671875
88,44.51782823781205,53.273930052665804,0.6686982996323529,0.5588436243189879,0.6653435202205882
89,44.82571218968269,53.717797029654534,0.6751723345588235,0.5624685222525154,0.6716222426470588
90,45.13359614155333,54.16073257634537,0.6816348805147059,0.5660604162433545,0.6761029411764705
91,45.44148009342397,54.60275208277073,0.6750114889705883,0.569628244726621,0.6753963694852941
92,45.749364045294605,55.043870519289335,0.6748908547794118,0.573196073211893,0.6803136488970588
93,46.05724799716525,55.4841024524471,0.6692153033088235,0.5767262069396613,0.6754653033088236
94,46.36513194903589,55.923462060074804,0.6820082720588235,0.5802363706764586,0.6673368566176471
95,46.67301590090653,56.36196314566749,0.6798138786764706,0.5837465344153052,0.6605928308823529
96,46.98089985277716,56.79961915208682,0.6789809283088235,0.5872249424767189,0.6726447610294117
97,47.269443838295985,57.23644317462535,0.6812097886029412,0.590676840019569,0.6747357536764705
98,47.539063791009795,57.672447973466426,0.67822265625,0.5941287375645139,0.67421875
99,47.80868374372361,58.107645985578074,0.6753102022058823,0.5975667317767497,0.6749368106617647
100,48.07830369643743,58.542049336067215,0.6815602022058823,0.600959755468107,0.6717371323529412
